G90 ; Use absolute positioning
G0 X192.0 Y34.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y34.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y32.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y32.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y30.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y30.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y28.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y28.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y26.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y26.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y24.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y24.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y22.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y22.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y20.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y20.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y18.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y18.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y16.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y16.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y14.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y14.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y12.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y12.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y10.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y10.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y8.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y8.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y6.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y6.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y4.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y4.0 ; Draw line
G0 Z1 ; Lift pen
G0 X192.0 Y2.0 ; Move to start
G0 Z0 ; Lower pen
G1 X194.0 Y2.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y2.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y2.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y4.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y4.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y6.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y6.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y8.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y8.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y10.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y10.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y12.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y12.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y14.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y14.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y16.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y16.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y18.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y18.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y20.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y20.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y22.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y22.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y24.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y24.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y26.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y26.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y28.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y28.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y30.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y30.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y32.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y32.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y34.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y34.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y36.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y36.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y38.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y38.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y40.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y40.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y42.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y42.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y44.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y44.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y46.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y46.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y48.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y48.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y50.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y50.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y52.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y52.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y54.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y54.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y56.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y56.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y58.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y58.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y60.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y60.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y62.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y62.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y64.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y64.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y66.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y66.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y68.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y68.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y70.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y70.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y72.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y72.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y74.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y74.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y76.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y76.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y78.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y78.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y80.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y80.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y82.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y82.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y84.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y84.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y86.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y86.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y88.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y88.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y90.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y90.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y92.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y92.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y94.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y94.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y96.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y96.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y98.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y98.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y100.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y100.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y102.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y102.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y104.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y104.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y106.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y106.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y108.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y108.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y110.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y110.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y112.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y112.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y114.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y114.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y116.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y116.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y118.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y118.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y120.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y120.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y122.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y122.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y124.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y124.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y126.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y126.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y128.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y128.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y130.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y130.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y132.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y132.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y134.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y134.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y136.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y136.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y138.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y138.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y140.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y140.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y142.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y142.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y144.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y144.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y146.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y146.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y148.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y148.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y150.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y150.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y152.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y152.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y154.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y154.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y156.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y156.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y158.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y158.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y160.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y160.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y162.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y162.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y164.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y164.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y166.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y166.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y168.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y168.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y170.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y170.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y172.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y172.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y174.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y174.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y176.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y176.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y178.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y178.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y180.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y180.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y182.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y182.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y184.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y184.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y186.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y186.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y188.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y188.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y190.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y190.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y192.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y192.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y194.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y194.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y196.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y196.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y198.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y198.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y200.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y200.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y202.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y202.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y204.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y204.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y206.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y206.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y208.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y208.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y210.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y210.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y212.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y212.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y214.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y214.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y216.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y216.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y218.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y218.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y220.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y220.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y222.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y222.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y224.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y224.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y226.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y226.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y228.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y228.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y230.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y230.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y232.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y232.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y234.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y234.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y236.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y236.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y238.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y238.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y240.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y240.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y242.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y242.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y244.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y244.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y246.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y246.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y248.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y248.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y250.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y250.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y252.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y252.0 ; Draw line
G0 Z1 ; Lift pen
G0 X190.0 Y254.0 ; Move to start
G0 Z0 ; Lower pen
G1 X192.0 Y254.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y254.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y254.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y252.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y252.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y250.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y250.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y248.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y248.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y246.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y246.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y244.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y244.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y242.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y242.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y240.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y240.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y238.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y238.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y236.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y236.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y234.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y234.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y232.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y232.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y230.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y230.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y228.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y228.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y226.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y226.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y224.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y224.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y222.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y222.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y220.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y220.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y218.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y218.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y216.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y216.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y214.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y214.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y212.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y212.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y210.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y210.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y208.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y208.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y206.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y206.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y204.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y204.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y202.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y202.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y200.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y200.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y198.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y198.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y196.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y196.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y194.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y194.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y192.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y192.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y190.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y190.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y188.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y188.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y186.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y186.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y184.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y184.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y182.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y182.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y180.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y180.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y178.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y178.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y176.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y176.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y174.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y174.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y172.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y172.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y170.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y170.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y168.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y168.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y166.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y166.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y164.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y164.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y162.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y162.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y160.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y160.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y158.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y158.0 ; Draw line
G0 Z1 ; Lift pen
G0 X188.0 Y156.0 ; Move to start
G0 Z0 ; Lower pen
G1 X190.0 Y156.0 ; Draw line
G0 Z1 ; Lift pen
